
1691984641179 :: funds :: None :: 1691984641429 :: {'s': 'ok', 'code': 200, 'message': '', 'fund_limit': [{'id': 3, 'title': 'Clear Balance', 'equityAmount': 4990.86, 'commodityAmount': 0}, {'id': 1, 'title': 'Total Balance', 'equityAmount': 4990.86, 'commodityAmount': 0}, {'id': 7, 'title': 'Receivables', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 4, 'title': 'Realized Profit and Loss', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 2, 'title': 'Utilized Amount', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 5, 'title': 'Collaterals', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 8, 'title': 'Adhoc Limit', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 10, 'title': 'Available Balance', 'equityAmount': 4990.86, 'commodityAmount': 0}, {'id': 6, 'title': 'Fund Transfer', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 9, 'title': 'Limit at start of the day', 'equityAmount': 4990.86, 'commodityAmount': 0}]}

1691984700680 :: place_order ::  :: 1691984700797 :: {'s': 'error', 'code': -391, 'message': 'Order Quantity should be in multiples of lot size.', 'id': ''}

1691984936400 :: positions ::  :: 1691984936627 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 316.75, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 1, 'pl_realized': 118.49999999999966, 'pl_total': 118.49999999999966, 'pl_unrealized': 0}}

1691985295228 :: positions ::  :: 1691985295477 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 357.8, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 1, 'pl_realized': 118.49999999999966, 'pl_total': 118.49999999999966, 'pl_unrealized': 0}}

1691986024827 :: holdings :: None :: 1691986025080 :: {'s': 'ok', 'code': 200, 'message': '', 'holdings': [], 'overall': {'count_total': 0, 'pnl_perc': 0, 'total_current_value': 0, 'total_investment': 0, 'total_pl': 0}}
1691994654630 :: positions ::  :: 1691994654824 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.65, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 285.1, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691994734784 :: positions ::  :: 1691994734963 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.6, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 284.65, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691994844722 :: positions ::  :: 1691994844904 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.7, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 275.85, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691996744800 :: positions ::  :: 1691996744971 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.15, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 268.8, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691997006882 :: positions ::  :: 1691997007080 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.05, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 264.05, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691997079494 :: positions ::  :: 1691997080182 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.05, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 260.65, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691997128579 :: positions ::  :: 1691997129280 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.15, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 262.85, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691997194360 :: positions ::  :: 1691997194544 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 263.7, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.15, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691997263681 :: positions ::  :: 1691997264021 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.25, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 266, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691997309345 :: positions ::  :: 1691997309560 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.3, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 269.9, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691997368629 :: positions ::  :: 1691997368809 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.25, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 267.8, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691997429731 :: positions ::  :: 1691997429914 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.4, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 272.7, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691997510131 :: positions ::  :: 1691997510871 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.45, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 266.4, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691997634019 :: positions ::  :: 1691997634333 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.6, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 288.65, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

